NOME;LATITUDE;LONGITUDE;AREA PROPRIEDADE;AREA TELHADO;LINKS OSM;LINKS MAPS
HOSPITAL SAO CAETANO;-23,6188858;-46,5723864;6968,940678080062;None;https://www.openstreetmap.org/#map=19/-23.6188858/-46.5723864;https://www.google.com.br/maps/@/-23.6188858,-46.5723864,18z
HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO;-20,8281507;-49,3976094;11861,875902535223;3707,958015462325;https://www.openstreetmap.org/#map=19/-20.8281507/-49.3976094;https://www.google.com.br/maps/@/-20.8281507,-49.3976094,18z
HOSPITAL DAS CLINICAS FAEPA RIBEIRAO PRETO;-21,1623;-47,85281;31802,980704926842;31802,980704926842;https://www.openstreetmap.org/#map=19/-21.1623/-47.85281;https://www.google.com.br/maps/@/-21.1623,-47.85281,18z
UNIDADE HOSPITALAR VILA GUILHERME;-23,5162704;-46,6053698;633,6967146490662;633,6967146490662;https://www.openstreetmap.org/#map=19/-23.5162704/-46.6053698;https://www.google.com.br/maps/@/-23.5162704,-46.6053698,18z
HOSPITAL SANTA TEREZA DE RIBEIRAO PRETO;-21,2077;-47,8291;181213,5864495357;None;https://www.openstreetmap.org/#map=19/-21.2077/-47.8291;https://www.google.com.br/maps/@/-21.2077,-47.8291,18z
HOSPITAL ESTADUAL DE RIB PRETO DR CARLOS EDUARDO MARTINELLI;-21,21126;-47,8273297;19333,004451157496;4311,7228475381535;https://www.openstreetmap.org/#map=19/-21.21126/-47.8273297;https://www.google.com.br/maps/@/-21.21126,-47.8273297,18z
HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;-23,6533315;-46,6456841;6576,664608237591;6576,664608237591;https://www.openstreetmap.org/#map=19/-23.6533315/-46.6456841;https://www.google.com.br/maps/@/-23.6533315,-46.6456841,18z
HOSPITAL DE RETAGUARDA DO JARDIM PAULISTA;-23,5407248;-46,8812915;333,7500169004682;None;https://www.openstreetmap.org/#map=19/-23.5407248/-46.8812915;https://www.google.com.br/maps/@/-23.5407248,-46.8812915,18z
HOSPITAL LOCAL DE SAPOPEMBA;-23,609875;-46,5137781;None;983,9400000939917;https://www.openstreetmap.org/#map=19/-23.609875/-46.5137781;https://www.google.com.br/maps/@/-23.609875,-46.5137781,18z
HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN;-23,6177855;-46,5564425;4306,11063640907;None;https://www.openstreetmap.org/#map=19/-23.6177855/-46.5564425;https://www.google.com.br/maps/@/-23.6177855,-46.5564425,18z
HU HOSPITAL UNIVERSITARIO;-27,5973598;-48,5180143;11920,3978014242;11920,3978014242;https://www.openstreetmap.org/#map=19/-27.5973598/-48.5180143;https://www.google.com.br/maps/@/-27.5973598,-48.5180143,18z
HOSPITAL SAO JOSE;-23,4926707;-46,6468448;None;446,99113603205757;https://www.openstreetmap.org/#map=19/-23.4926707/-46.6468448;https://www.google.com.br/maps/@/-23.4926707,-46.6468448,18z
UNIDADE RESPIRATORIA NOVA HORTOLANDIA;-22,8545829;-47,2109927;7170,891730209566;None;https://www.openstreetmap.org/#map=19/-22.8545829/-47.2109927;https://www.google.com.br/maps/@/-22.8545829,-47.2109927,18z
HOSPITAL REGIONAL DE SOROCABA;-23,5094498;-47,4582552;2615,9609292765795;2615,9609292765795;https://www.openstreetmap.org/#map=19/-23.5094498/-47.4582552;https://www.google.com.br/maps/@/-23.5094498,-47.4582552,18z
HOSPITAL DE CLINICAS MUNICIPAL;-23,7328552;-46,5788729;None;None;https://www.openstreetmap.org/#map=19/-23.7328552/-46.5788729;https://www.google.com.br/maps/@/-23.7328552,-46.5788729,18z
HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO;-23,5412881;-46,2211474;9557,122985716609;None;https://www.openstreetmap.org/#map=19/-23.5412881/-46.2211474;https://www.google.com.br/maps/@/-23.5412881,-46.2211474,18z
HOSPITAL MATERNIDADE INTERLAGOS;-23,706896;-46,7019715;None;494,15957111605985;https://www.openstreetmap.org/#map=19/-23.706896/-46.7019715;https://www.google.com.br/maps/@/-23.706896,-46.7019715,18z
CAISM PHILIPPE PINEL SAO PAULO;-23,4859399;-46,7243104;42342,456997470086;None;https://www.openstreetmap.org/#map=19/-23.4859399/-46.7243104;https://www.google.com.br/maps/@/-23.4859399,-46.7243104,18z
COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI;-22,9626824;-47,1354015;23558,627343871198;None;https://www.openstreetmap.org/#map=19/-22.9626824/-47.1354015;https://www.google.com.br/maps/@/-22.9626824,-47.1354015,18z
CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG;-23,5829178;-46,2447432;None;48,13825121928474;https://www.openstreetmap.org/#map=19/-23.5829178/-46.2447432;https://www.google.com.br/maps/@/-23.5829178,-46.2447432,18z
HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE;-22,1325898;-51,4075387;39930,293179848544;10943,772126814254;https://www.openstreetmap.org/#map=19/-22.1325898/-51.4075387;https://www.google.com.br/maps/@/-22.1325898,-51.4075387,18z
HOSP MUN PIRITUBA JOSE SOARES HUNGRIA;-23,4846622;-46,7275442;35674,40499096828;None;https://www.openstreetmap.org/#map=19/-23.4846622/-46.7275442;https://www.google.com.br/maps/@/-23.4846622,-46.7275442,18z
HOSPITAL REGIONAL DE PIRACICABA;-22,7614269;-47,5837788;81335,55249149699;20005,897595123566;https://www.openstreetmap.org/#map=19/-22.7614269/-47.5837788;https://www.google.com.br/maps/@/-22.7614269,-47.5837788,18z
HOSPITAL NOSSA SENHORA APARECIDA;-23,1744952;-47,052251;2548,8054085383933;None;https://www.openstreetmap.org/#map=19/-23.1744952/-47.052251;https://www.google.com.br/maps/@/-23.1744952,-47.052251,18z
HOSPITAL DR LEOPOLDO BEVILACQUA;-24,717247;-47,8792765;None;6670,866987917465;https://www.openstreetmap.org/#map=19/-24.717247/-47.8792765;https://www.google.com.br/maps/@/-24.717247,-47.8792765,18z
CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP;-23,6438548;-46,62787;67901,01741716196;None;https://www.openstreetmap.org/#map=19/-23.6438548/-46.62787;https://www.google.com.br/maps/@/-23.6438548,-46.62787,18z
HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE;-22,1420094;-51,3995789;None;1035,2522959336957;https://www.openstreetmap.org/#map=19/-22.1420094/-51.3995789;https://www.google.com.br/maps/@/-22.1420094,-51.3995789,18z
CENTRO MEDICO PMESP;-23,4691884;-46,6187741;None;2479,074241459406;https://www.openstreetmap.org/#map=19/-23.4691884/-46.6187741;https://www.google.com.br/maps/@/-23.4691884,-46.6187741,18z
DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS;-23,2385487;-45,9075824;10282,545404249484;None;https://www.openstreetmap.org/#map=19/-23.2385487/-45.9075824;https://www.google.com.br/maps/@/-23.2385487,-45.9075824,18z
UNIDADE DE RETAGUARDA DE URGENCIA E DIAGNOSTICO DO MELHADO;-21,78588;-48,1595602;2416,128116447253;917,5756792539648;https://www.openstreetmap.org/#map=19/-21.78588/-48.1595602;https://www.google.com.br/maps/@/-21.78588,-48.1595602,18z
UNIDADE HOSPITALAR M BOI MIRIM II;-23,7347396;-46,781245;None;1247,7453865144955;https://www.openstreetmap.org/#map=19/-23.7347396/-46.781245;https://www.google.com.br/maps/@/-23.7347396,-46.781245,18z
HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA;-23,4406198;-46,409925;3497,659291646733;None;https://www.openstreetmap.org/#map=19/-23.4406198/-46.409925;https://www.google.com.br/maps/@/-23.4406198,-46.409925,18z
HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO;-23,4442178;-46,717927;21260,679939600297;6590,754581082581;https://www.openstreetmap.org/#map=19/-23.4442178/-46.717927;https://www.google.com.br/maps/@/-23.4442178,-46.717927,18z
HOSPITAL PSIQUIATRICO DE VILA MARIANA;-23,5882419;-46,6383373;None;1661,7018699306602;https://www.openstreetmap.org/#map=19/-23.5882419/-46.6383373;https://www.google.com.br/maps/@/-23.5882419,-46.6383373,18z
HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;-23,5966745;-46,654271;41557,22532309423;17890,499636581597;https://www.openstreetmap.org/#map=19/-23.5966745/-46.654271;https://www.google.com.br/maps/@/-23.5966745,-46.654271,18z
HOSPITAL SAO JOSE ITIRAPINA;-22,2496758;-47,8224301;1743,682239694846;None;https://www.openstreetmap.org/#map=19/-22.2496758/-47.8224301;https://www.google.com.br/maps/@/-22.2496758,-47.8224301,18z
HOSPITAL MUNICIPAL BRIGADEIRO;-23,5827676;-46,6674764;None;401,7262282552109;https://www.openstreetmap.org/#map=19/-23.5827676/-46.6674764;https://www.google.com.br/maps/@/-23.5827676,-46.6674764,18z
HOSP MUN M BOI MIRIM;-23,6922652;-46,7753925;5425,454622767253;5425,454622767253;https://www.openstreetmap.org/#map=19/-23.6922652/-46.7753925;https://www.google.com.br/maps/@/-23.6922652,-46.7753925,18z
HOSPITAL ESTADUAL DE MIRANDOPOLIS DR OSWALDO BRANDI FARIA;-21,1249339;-51,1035001;8826,791779734982;None;https://www.openstreetmap.org/#map=19/-21.1249339/-51.1035001;https://www.google.com.br/maps/@/-21.1249339,-51.1035001,18z
HOSPITAL MUNICIPAL MARIA ROSA CARDOSO;-24,2259552;-48,7677591;1184,5282108242784;None;https://www.openstreetmap.org/#map=19/-24.2259552/-48.7677591;https://www.google.com.br/maps/@/-24.2259552,-48.7677591,18z
HOSPITAL CAMPANHA DO MUNICIPIO DE CAJAMAR;-23,4117359;-46,825123;9130,489527512522;None;https://www.openstreetmap.org/#map=19/-23.4117359/-46.825123;https://www.google.com.br/maps/@/-23.4117359,-46.825123,18z
HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA;-21,8108806;-48,1770414;None;2647,1690001313127;https://www.openstreetmap.org/#map=19/-21.8108806/-48.1770414;https://www.google.com.br/maps/@/-21.8108806,-48.1770414,18z
HOSPITAL DE CAMPANHA COVID 19 JACAREI;-23,3029181;-45,9674523;None;None;https://www.openstreetmap.org/#map=19/-23.3029181/-45.9674523;https://www.google.com.br/maps/@/-23.3029181,-45.9674523,18z
HOSPITAL DE CAMPANHA COVID 19 CARAGUATATUBA;-23,6200504;-45,4120869;None;None;https://www.openstreetmap.org/#map=19/-23.6200504/-45.4120869;https://www.google.com.br/maps/@/-23.6200504,-45.4120869,18z
PAM POSTO DE ATENDIMENTO MEDICO BARRETO COVID 19;-23,609595;-46,7573283;None;None;https://www.openstreetmap.org/#map=19/-23.609595/-46.7573283;https://www.google.com.br/maps/@/-23.609595,-46.7573283,18z
HOSPITAL DE CAMPANHA COVID 19 GUARATINGUETA;-22,8036913;-45,1859219;None;None;https://www.openstreetmap.org/#map=19/-22.8036913/-45.1859219;https://www.google.com.br/maps/@/-22.8036913,-45.1859219,18z
HOSPITAL DE CAMPANHA COVID 19 FRANCO DA ROCHA;-23,3279532;-46,7244016;None;None;https://www.openstreetmap.org/#map=19/-23.3279532/-46.7244016;https://www.google.com.br/maps/@/-23.3279532,-46.7244016,18z
HOSPITAL DE CAMPANHA COVID 19 GUARUJA;-23,9947975;-46,2568564;None;None;https://www.openstreetmap.org/#map=19/-23.9947975/-46.2568564;https://www.google.com.br/maps/@/-23.9947975,-46.2568564,18z
HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BAURU;-22,3155297;-49,0708221;None;None;https://www.openstreetmap.org/#map=19/-22.3155297/-49.0708221;https://www.google.com.br/maps/@/-22.3155297,-49.0708221,18z
CENTRO DE TRIAGEM COVID SAO CARLOS;-22,0123357;-47,8908108;None;None;https://www.openstreetmap.org/#map=19/-22.0123357/-47.8908108;https://www.google.com.br/maps/@/-22.0123357,-47.8908108,18z
HOSPITAL DE CAMPANHA COVID 19 DR AKIRA TADA;-23,6152626;-46,7782153;None;None;https://www.openstreetmap.org/#map=19/-23.6152626/-46.7782153;https://www.google.com.br/maps/@/-23.6152626,-46.7782153,18z
HOSPITAL DE CAMPANHA COVID EMBU DAS ARTES;-23,6498081;-46,8532804;None;None;https://www.openstreetmap.org/#map=19/-23.6498081/-46.8532804;https://www.google.com.br/maps/@/-23.6498081,-46.8532804,18z
HOSPITAL DE CAMPANHA COVID 19 RIO CLARO;-22,4107652;-47,5596215;None;None;https://www.openstreetmap.org/#map=19/-22.4107652/-47.5596215;https://www.google.com.br/maps/@/-22.4107652,-47.5596215,18z
HOSPITAL DE CAMPANHA COVID 19 PIRASSUNUNGA;-21,9968309;-47,4252403;None;None;https://www.openstreetmap.org/#map=19/-21.9968309/-47.4252403;https://www.google.com.br/maps/@/-21.9968309,-47.4252403,18z
HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS;-23,3225779;-46,5809677;None;None;https://www.openstreetmap.org/#map=19/-23.3225779/-46.5809677;https://www.google.com.br/maps/@/-23.3225779,-46.5809677,18z
HOSPITAL DE CAMPANHA COVID 19 CAIEIRAS;-23,362065;-46,7466172;None;None;https://www.openstreetmap.org/#map=19/-23.362065/-46.7466172;https://www.google.com.br/maps/@/-23.362065,-46.7466172,18z
COVID 19 CENTRO DE COMBATE AO CORONAVIRUS CCC JANDIRA;-23,530218;-46,8981019;None;None;https://www.openstreetmap.org/#map=19/-23.530218/-46.8981019;https://www.google.com.br/maps/@/-23.530218,-46.8981019,18z
HOSPITAL ESTADUAL COVID 19 AME BARRETOS;-20,5741243;-48,5876809;None;None;https://www.openstreetmap.org/#map=19/-20.5741243/-48.5876809;https://www.google.com.br/maps/@/-20.5741243,-48.5876809,18z
HOSPITAL DE CAMPANHA COVID 19 DE IRACEMAPOLIS;-22,5809288;-47,5176074;None;None;https://www.openstreetmap.org/#map=19/-22.5809288/-47.5176074;https://www.google.com.br/maps/@/-22.5809288,-47.5176074,18z
HOSPITAL ESTADUAL COVID 19 AME ANDRADINA;-20,8996722;-51,3732622;None;None;https://www.openstreetmap.org/#map=19/-20.8996722/-51.3732622;https://www.google.com.br/maps/@/-20.8996722,-51.3732622,18z
HOSPITAL ESTADUAL DE CAMPANHA COVID 19 ITAPEVA;-23,9841217;-48,8811572;None;None;https://www.openstreetmap.org/#map=19/-23.9841217/-48.8811572;https://www.google.com.br/maps/@/-23.9841217,-48.8811572,18z
HOSPITAL DE CAMPANHA COVID 19 OSASCO;-23,5326334;-46,7915243;None;None;https://www.openstreetmap.org/#map=19/-23.5326334/-46.7915243;https://www.google.com.br/maps/@/-23.5326334,-46.7915243,18z
HOSPITAL DE CAMPANHA COVID 19 MUNICIPIO DE TAUBATE;-23,024996;-45,5638792;None;None;https://www.openstreetmap.org/#map=19/-23.024996/-45.5638792;https://www.google.com.br/maps/@/-23.024996,-45.5638792,18z
HOSPITAL ESTADUAL DE COVID 19 AME CAMPINAS;-22,9157092;-47,0705857;None;None;https://www.openstreetmap.org/#map=19/-22.9157092/-47.0705857;https://www.google.com.br/maps/@/-22.9157092,-47.0705857,18z
HOSPITAL ESTADUAL COVID 19 AME BOTUCATU;-22,8873233;-48,444658;None;None;https://www.openstreetmap.org/#map=19/-22.8873233/-48.444658;https://www.google.com.br/maps/@/-22.8873233,-48.444658,18z
HO.PITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;-23,5927921;-46,7109261;None;None;https://www.openstreetmap.org/#map=19/-23.5927921/-46.7109261;https://www.google.com.br/maps/@/-23.5927921,-46.7109261,18z
HOSPITAL MUNICIPAL DE SAO VICENTE;-23,9644989;-46,3873113;None;None;https://www.openstreetmap.org/#map=19/-23.9644989/-46.3873113;https://www.google.com.br/maps/@/-23.9644989,-46.3873113,18z
HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;-23,5779741;-46,7647826;None;None;https://www.openstreetmap.org/#map=19/-23.5779741/-46.7647826;https://www.google.com.br/maps/@/-23.5779741,-46.7647826,18z
HOSPITAL LEITO IRMA ANETTE MARLENE FERNANDES DE MELLO;-23,6581489;-46,804745;None;None;https://www.openstreetmap.org/#map=19/-23.6581489/-46.804745;https://www.google.com.br/maps/@/-23.6581489,-46.804745,18z
HOSPITAL MUNICIPAL FRANCISCO DE ASSIS RIBEIRAO PRETO;-23,7331192;-46,5783693;20044,42070691522;4444,974673209848;https://www.openstreetmap.org/#map=19/-23.7331192/-46.5783693;https://www.google.com.br/maps/@/-23.7331192,-46.5783693,18z
COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA;-23,3366172;-46,7297178;None;None;https://www.openstreetmap.org/#map=19/-23.3366172/-46.7297178;https://www.google.com.br/maps/@/-23.3366172,-46.7297178,18z
HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN;-23,496963;-46,8721432;None;None;https://www.openstreetmap.org/#map=19/-23.496963/-46.8721432;https://www.google.com.br/maps/@/-23.496963,-46.8721432,18z
HOSPITAL DE CLINICAS DE FRANCO DA ROCHA FRANCO DA ROCHA;-23,3340445;-46,7279502;None;None;https://www.openstreetmap.org/#map=19/-23.3340445/-46.7279502;https://www.google.com.br/maps/@/-23.3340445,-46.7279502,18z
SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO;-23,9433542;-46,3773884;None;None;https://www.openstreetmap.org/#map=19/-23.9433542/-46.3773884;https://www.google.com.br/maps/@/-23.9433542,-46.3773884,18z
HOSP MUNICIPAL DE URGENCIAS HMU;-23,4524871;-46,5161965;None;None;https://www.openstreetmap.org/#map=19/-23.4524871/-46.5161965;https://www.google.com.br/maps/@/-23.4524871,-46.5161965,18z
